name,writer,translator,nasher,sku,price,pages,year_shamsi,year_miladi,nobat,ghat,jeld,description,category
واگرایی ها,نیما آزادی,نامشخص,بورس,978-6007872581,60000,226.0,1399.0,2019.0,2.0,رقعی,شومیز,خوشبختانه در سال‌های اخیر میل به تحصیل دانش روز و کسب اطلاعات چه در سرمایه‌گذاران سنتی و چه در سرمایه گذاران نسل جدید، به عنوان یک نیاز احساس شده است. در بازارهای مختلف اعم از بورس، مسکن، ارز و … اشتیاق به تحلیل رخدادهای مالی در عموم سرمایه‌گذاران به وضوح مشاهده می‌شود. یکی از بازارهایی که به صورت سنتی مورد توجه مردم قرار گرفته و در بورس کشور نیز مبادلات مناسبی دارد طلا به صورت کلی و سکه طلا به‌طور اخص است. این بازار را می‌توان قدیمی‌ترین بازار داخل کشور دانست که هنوز هم شور و هیجان در مبادلات آن وجود دارد و با ابزارهای مالی نوینی که بر روی این فلز گرانبها ایجاد شده، انتظار می‌رود این هیجان و بازار ثانویه قوی، تا سالیان سال نیز ادامه داشته باشد. به طریق اولی تحلیل قیمت این فلز گرانبها نیز در تار و پود جامعه رخنه کرد؛ بیراهه است که اشتیاق به تحلیل طلا را صرفا به سرمایه‌گذاران این حوزه نسبت داد چرا که گستردگی و پوشش آن به اندازه کل جامعه است. دلیل نگارش کتاب حاضر ارائه یک قالب کلی برای تحلیل گران فاندامنتال است تا بتوانند در هر برهه زمانی یک جمع بندی کامل از قیمت این فلز گرانبها داشته باشند و بر اساس داده‌های بنیادی اقدام به خرید و فروش این سرمایه ارزشمند نمایند. در کتاب حاضر هم‌چنین در خصوص بازارهای آتی، اختیار معامله گواهی سپرده و صندوق های قابل معامله کالایی سکه طلا که هم‌اکنون در بورس کالای ایران تعریف شده و قابل معامله می‌باشد نیز توضیحاتی ارائه شده تا سرمایه‌گذاران بالقوه بتوانند از مزایای این بازار نیز بهره‌مند گردند.,مالی
بانکداری الکترونیکی,علیرضا جهانی,نامشخص,ادیبان روز,978-6008190141,292500,310.0,1399.0,,2.0,وزیری,شومیز,کتاب اصول حسابداری ۱ و ۲ باتوجه به استانداردهای حسابداری ایران تدوین گردیده است. در این کتاب سعی شده ضمن حفظ مباحث نظری بطور کامل و جامع و به زبان ساده راهنمای استفاده کاربران حسابداری در مشاغل مختلف باشد. این کتاب با هدف آشنا نمودن دانشجویان حسابداری و استفاده آنان در امور مربوط به حسابداری می باشد که سرفصل های آن مطابق با استانداردهای حسابداری موسسات خدماتی و بازرگانی برای کلیه رشته ها تدوین گردیده است.,مالی
سرمایه گذار هوشمند,بنیامین گراهام,مهدی ترابی،,چالش,978-6226017480,20000,57.0,1399.0,2015.0,2.0,رقعی,شومیز,این کتاب، راهنمای خوبی برای تشخیص یک کسب‌و‌کار خوب از طریق صورت‌های مالی آن می‌باشد و مهم‌تر از آن، این کتاب به زمان خرید یک سهم و همچنین میزان پولی که بهتر است سرمایه‌گذاری کنید نیز می‌پردازد. بنابراین با مطالعه این کتاب شما به آسانی آگاه می‌شوید که چگونه در بورس سرمایه‌گذاری کنید، چگونه شرکت‌های مختلف را بشناسید و چقدر و در چه زمانی سرمایه‌گذاری کنید.,مالی
چگونه کمتر نگران پول باشیم,جان آرمسترانگ,نامشخص,جاودان خرد,9786007068540,50000,136.0,1399.0,2017.0,2.0,رقعی,شومیز,حسین اسدی نیا نویسنده ایرانی متولد سال 1355 می باشد.,مالی
فروش و توزیع,اسحاق قورچی بیگی,نامشخص,بازاریابی,‬‭‭978-6006982946,13500,80.0,1399.0,,5.0,جیبی,شومیز,احساق قورچی بیگی متولد 1355 است.,مالی
درآمد عملیاتی حاصل از قرارداد با مشتریان,مجموعه ی نویسندگان,نامشخص,فکر سبز,978-6007449226,265000,376.0,1399.0,,5.0,رحلی,شومیز,این مجموعه شامل متن کامل استانداردهای حسابداری همراه با شرح، تفسیر و نحوه به کارگیری استانداردهای حسابداری در محیط اجرایی حسابداری است. در تدوین این مجموعه از غنی ترین منابع ملی و بین المللی بهره مند شده ایم.,مالی
بانکداری سرمایه گذاری (جلد اول),علی دیواندری,نامشخص,کویر,978-9642140657,184000,192.0,1399.0,,5.0,وزیری,شومیز,با توجه به نقش و اهمیت سازمان ها و نهادهای فعال در حوزه های پولی و مالی در رونق اقتصاد کشورها، شناخت هر چه دقیق تر جامع تر آنها خصوصا از نظر ساختار،کارکرد و روند تغییرات برای فعالان اقتصادی و دانشجویان مرتبط با این سازمان ها اجتناب ناپذیر می باشد. ویژگی اصلی این کتاب علاوه بر جامعیت و اختصار، منطبق بودن با سر فصل های تعیین شده برای دانشجویان دوره های کارشناسی ارشد در رشته های مدیریت بازرگانی و مدیریت مالی می باشد.,مالی
اندیشه و زندگی,جف بزوس,شادی سمیعی فر، ،,نص,978-9644100536,101150,288.0,1399.0,1989.0,6.0,رقعی,شومیز,توماس میرز در مارس 2009 از NJM Insurance Group بازنشسته شد، یک گروه خصوصی بیمه اموال/تلفات، جایی که او در هیئت مدیره بود و اخیراً به عنوان معاون ارشد و مدیر ارشد مالی خدمت کرد. او مسئول حسابداری و گزارش مالی، مدیریت وجوه نقد و سرمایه گذاری (بیش از 5.5 میلیارد دلار)، فناوری اطلاعات و برنامه های سود بود. او همچنین از سال 1999 تا 2009 در هیئت مدیره بانک NJM خدمت کرد. او یک CPA، CFA و CPCU است. او بیش از 100 مقاله در زمینه سرمایه گذاری و تحلیل تکنیکال در مجلات و مجلات صنعتی نوشته است و اولین ویرایش دایره المعارف شاخص های فنی بازار را در نویسندگی مشترک دارد.,مالی
معاملات سودآور,محمد پورانی,نامشخص,آراد,978-6001864278,59000,200.0,1399.0,,6.0,وزیری,شومیز,"تا حالا برای شما پیش آمده که …
بخواین تو بورس سرمایه گذاری کنید، اما ندونید از کجا شروع کنید؟
بخواین بدونید، مدیران کانالها و شبکه های مجازی، چطوری سیگنال خرید و فروش میدن؟
بخواین بدونید، چی میشه که با رشد دلار و یا هر ماده و محصول دیگه ای، قیمت یه سهم بالا و قیمت یک سهمه دیگه پایین میاد؟
بخواین تو واحد تحلیل شرکتهای کارگزاری و سرمایه گذاری های استخدام بشید اما ندونید چطوری باید گزارش تحلیل بنیادی بنویسید؟
تا سهمی صف شد، به خودتون بگید، صف شد بریم تو صف؟
تو سقف، سهمی رو خریده باشید؟
تو کف، سهمی رو فروخته باشید؟
فقط بر اساس اینکه شبکه های مجازی از سهمی تعریف کرده اند، خرید کرده باشید؟
و …
اگه پاسختون به هر کدوم از سوالات بالا مثبت هست این کتاب خیلی میتونه کمکتون کنه.",مالی
پوست در بازی,نسیم نیکلاس طالب,ابوالفضل دانایی،,تیسا,978-6007212301,52900,276.0,1399.0,2004.0,6.0,رقعی,شومیز,"کتاب «تصمیم گیر» به همه رهبران کمک می کند تا در تصمیمات بزرگی که آینده آنها را تحت تاثیر قرار می دهد و سازمانشان را به موفقیت می رساند هدایت کنند. دیوید 44 چالشی را که رهبران هنگام شروع یک موقعیت جدید با آن روبرو می شوند، تشریح می کند، سپس چارچوب تصمیم گیری را که برای غلبه بر چالش ها در نقش خود به کار گرفته است، به شما نشان می دهد. دیوید شما را به سفری حماسی برای بقای شرکتی و شخصی می برد که شامل غول های صنعت مانند آدام نویمان، بری دیلر، جک ولش، بیل آکمن و دیگر رهبران می شود.

در کتاب «تصمیم گیری» یاد خواهید گرفت که:

از اصولی مانند ارتباطات باز، شفافیت و مهربانی برای اطلاع از تصمیم گیری های عالی استفاده کنید.
حتی قبل از شروع، با حذف موانع احتمالی قبل از تبدیل شدن به یک مشکل، خود را برای موفقیت آماده کنید.
یک رهبر جسور و قاطع باشید و تسلیم ترس نشوید.

دیوید با به کارگیری اصولی که در سمت‌های رهبری قبلی آموخته بود، توانست تصمیمات حیاتی بسیاری بگیرد که به معنای مرگ یا زندگی برای Meetup بود.
از تصمیم به پذیرش موقعیت و شرایط مذاکره گرفته تا مدیریت یک سری بحران‌های به ظاهر بی‌پایان در طول فروش و همه‌گیری جهانی، « کتاب تصمیم گیری » خوانندگان را در تصمیم‌های کلیدی که با آن‌ها روبرو خواهند شد با توصیه‌های ارزشمندی برای هر یک راهنمایی می‌کند.",مالی
هیچ چیز در کشور به اندازه نرخ ارز گران نخواهد شد,زهرا احمدی (1364),نامشخص,آراد,978-6001861918,39500,146.0,1399.0,,7.0,رقعی,شومیز,کتاب ۱۰ شاه کلید بزرگان بورس، حاصل تجربه و مطالعه چند ساله پبرامون سرمایه گذاری و موفقیت در بورس است. این کتاب مطالب مفیدی را در اختیار شما قرار می دهد. چرا که با بررسی همه جانبه دلایل شکست و پیروزی بازندگان و برندگان بورس، ۱۰ شاه کلید مهم برای یک سرمایه گذاری موفق را ارائه می دهد.,مالی
مجموعه سوالات مدیریت مالی و تئوری های مالی,مجموعه ی نویسندگان,نامشخص,کتاب مهربان,978-6229634936,152000,240.0,1399.0,,25.0,وزیری,شومیز,در کتاب حاضر سعی شده است با استفاده از نظریه های نوین، نقش دخالت یا عدم دخالت دولت در اقتصاد را ترسیم کرده و در کمال سادگی به نقش دولت و جریان دایره ای درآمد-تولید پرداخته شود.سپس بنابر ضرورت طبقه بندی بین المللی درآمدها و هزینه ها تحت عنوان نظام آمارهای مالی دولت تشریح شده و در نهایت قبه معرفی سازوکار استفاده از ابزار های سیاست های پولی و مالی پرداخته شود.,مالی
مالیه آموزش,ابوالقاسم نادری,نامشخص,صفار,978-9643884437,250000,438.0,1399.0,,39.0,وزیری,شومیز,این کتاب شامل 8 فصل می باشد: 1-شرکتهای تضامنی 2-شرکتهای سهامی 3-شرکتهای سهامی،صورتهای مالی،تقسیم سود،تغییرات سرمایه،انحلال 4-اوراق قرضه 5-سرمایه گذاریهای کوتاه مدت 6-سیستمها و کنترلهای حسابداری -سیستم حقوق و دستمزد 7-وجوه نقد 8-چارچوب و مبانی اصول پذیرفته شده حسابداری.,مالی
با چت جی پی تی میلیاردر شو,نیل داگر,نامشخص,دانشگاه علامه طباطبایی,978-9642173679,40000,336.0,1398.0,,1.0,وزیری,شومیز,عبدالساده نیسی ، متولد 1347 ، دکتری ریاضی کاربردی گرایش مالی دارد و استاد دانشکده آمار، ریاضی و رایانه گروه آموزشی  ریاضی دانشگاه علامه طباطبایی است.,مالی
معامله گری و چرخه های نجومی,فریدون رهنمای رودپشتی,نامشخص,بورس,978-6007872789,340000,563.0,1398.0,,1.0,وزیری,شومیز,دکتر محمد اسماعیل فدائی نژاد دانشیار، گروه مدیریت مالی و بیمه ، دانشکده مدیریت و حسابداری، دانشگاه شهید بهشتی، تهران، است.,مالی
بازاریابی رفتاری,نانسی هارهات,حمید اکبریه،,بازاریابی,978-6226659338,23400,155.0,1398.0,2018.0,1.0,رقعی,شومیز,نامشخص,مالی
ازاریابی و رویاها,اسحاق قورچی بیگی,نامشخص,بازاریابی,978-6226659406,49500,340.0,1398.0,,1.0,وزیری,شومیز,محسن سیفی نویسنده ایرانی متولد سال 1357 می باشد.,مالی
فرمول شتاب فروش,مارک رابرگ,مهدی قراچه داغی،,نسل نواندیش,978-9642369966,38900,296.0,1398.0,1995.0,1.0,رقعی,شومیز,چگونه بیش‌تر فروش کنیم، تجارت خود را شکل دهیم و کالای خود را به هر کسی بفروشیم. همه می‌توانند یک فروشنده عالی شوند. به تنها چیزی که احتیاج دارید یک راهنما یا مربی است تا در کار فروش، یک فرد موفق تمام عیار شوید. تام هاپکینز و بن کنچ در این کتاب به ‌روز به شما راه فروش را می‌آموزند و مهارت‌های مذاکره، برقراری ارتباط و ارائه کالا و خدمات را برای فروش آموزش می‌دهند تا بتوانید یک فروشنده موفق شوید. کتاب را باز کنید و این مطالب را بخوانید: واقعیت فروش، آنچه فروش است و آنچه فروش نیست. راهکارهایی برای بررسی مشتریان بالقوه. نکته‌های ارزشمند در هدف‌گذاری و برنامه‌ریزی زمان. راهکارهایی که روابط بلندمدت برقرار می‌کنند. ـراهکارهایی برای ایجاد شراکت در کار فروش. راهکارهای ساده برای به‌دست آوردن وفاداری مشتری. راهکارهای فروش در هر شرایط اقتصادی. بزرگ‌ترین اشتباهات در فروش که باید از آن‌ها حذر کنید...,مالی
تبلیغات و رسانه,زینب شکوهی,امین کشاورزی،,دانشگاه آزاد اسلامی,‫‭978-9641054160,20000,206.0,1398.0,,1.0,وزیری,شومیز,مارک رابرژ از سال 2007 تا 2013 به‌عنوان معاون فروش و خدمات جهانی HubSpot خدمت کرد و پایگاه مشتری را از 1 به بیش از 12000 نفر و کارکنان خود را از یک به صدها کارمند افزایش داد. مارک دارای مدرک MBA از دانشکده مدیریت MIT Sloan و مدرک مهندسی از دانشگاه Lehigh است,مالی
مدیریت ریسک های مالی و سازمانی,علی اصغر انواری رستمی,محمدرضا پارسانژاد،,سرخ,978-6006356174,311220,266.0,1398.0,,1.0,رقعی,شومیز,هوارد لاو یک مدیر اجرایی، نویسنده و کارآفرین آمریکایی است.,مالی
مباحثی نوین در تأمین مالی کارآفرینی,رسول یزدی پور,مالک دلیر،,سرخ,978-6006356143‬‬,308000,308.0,1398.0,2019.0,1.0,رقعی,شومیز,مورا مک‌آدام استاد مدیریت و کارآفرینی در دانشگاه Dublin City ایرلند می‌باشد.,مالی
تامین مالی شرکت ها,محمد اشرفی پور,نامشخص,طاهریان,978-622-95620-7-9,80000,128.0,1398.0,,1.0,رقعی,شومیز,"پس از برگزاری بیش از 200 کارگاه آموزشی بازی گردش مالی به صورت عمومی و خصوصی در اقصی نقاط کشور، شاید باور نکنید ولی هنوز هم که وقتی این بازی را انجام می‌دهم یک ترفند و شگرد تازه را در سرمایه‌گذاری فرا می‌گیرم.
من شخصا به عنوان نمایندة‌ انحصاری رابرت کیوساکی با آزمون و خطا و برگزاری دوره‌های مختلف مهارت‌ها و شگردهای کاربردی زیادی را از این بازی فرا گرفته‌ام.
وقتی با آقای رابرت کیوساکی دربارة‌ ایدة این کتاب صحبت کردم، او مرا بسیار تشویق کرد. 122 شگرد طلایی سرمایه‌گذاری، برداشت‌های شخصی من از این بستة آموزشی است و امکان دارد با برداشت‌های شما کاملا تفاوت داشته باشد. تنها توصیه‌ای که می‌توانم به شما بکنم این است که این بازی را مکررا، مکررا و مکررا با افراد مختلف از طبقات اجتماعی مختلف بازی کرده و شگفت‌زدگی را به عینه تجربه کنید.",مالی
اصول اقتصاد,محسن نظری,علی سوری، ، علی سوری،,نور علم,978-6001693496,295000,540.0,1398.0,2000.0,1.0,وزیری,شومیز,نامشخص,مالی
معماران عصر جدید,محمدصالح طیب نیا,نامشخص,مهرستان,978-6008441540,87000,87.0,1398.0,,1.0,رقعی,شومیز,"نهاد وقف طی قرن های متمادی پیشران تحولات درخورتوجهی در زمینه‌های فرهنگی، اجتماعی و اقتصادی در کشورمان و در کشورهای اسلامی بوده است. وقف به‌عنوان یکی از سنت‌های ریشه‌دار دینی، جایگاهی ویژه در فرهنگ اسلامی دارد. در مانایی و زایایی این نهاد ارزشمند، سرمایۀ اجتماعی رکن مهمی به شمار می‌آید. با این حال تحولات چشمگیر زمانۀ ما، انطباق و روزآمدسازی نهاد وقف با واقعیات و نیازهای جدید را ضروری می‌سازد.
در سایۀ پیچیده‌ترشدن مسائل جوامع و ناکافی‌بودن ظرفیت دولت‌ها و نیز تمایل به عمل جمعی و کسب هویت از این مسیر، گرایش به مشارکت، بسترساز رشد سازمان‌های مردم‌نهاد در دو قرن اخیر بوده است. در جوامع مختلف، به موسسه‌های خیریه نیز به‌عنوان یکی از انواع این سازمان‌ها، توجه و از آن‌ها استقبال شده ‌است.
بسیاری از علاقه‌مندان به انجام عمل خیر، به‌دنبال یافتن راهی‌‌اند تا ضمن اطمینان‌یافتن از ماندگاری آن، با محدود‌شدن اختیارات خود مواجه نشوند. انتخاب هر یک از دو مسیر وقف و ایجاد موسسۀ خیریه، اقتضائات متفاوتی در این زمینه دارد؛ لذا تبیین هر یک از این دو مسیر و الزامات و پیامدهای آن‌ها، می‌تواند در حل این مشکل راهگشا باشد. در این نوشتار در پی آن برآمدیم تا ضمن تبیین دو مسیر پیش‌گفته، راهکاری تلفیقی از جمع میان آن دو ارائه دهیم؛ به امید آنکه گامی هر چند کوچک در مسیر اعتلای عرصۀ امور خیریه در کشور باشد.
(برگرفته از متن ناشر)",مالی
مدیریت مالی,ریان جونز,ساغر منشی،,امین الضرب,978-6229911655,55000,192.0,1398.0,1999.0,1.0,رقعی,شومیز,"در اقتصاد ایران مفهومی که بشدت مورد خدشه قرار گرفته، بازار است. مهمترین درد اقتصاد ایران طی چند دهه گذشته بی‌توجهی به معنای بازار است. کتاب «راهنمای بازارهای مالی»‌ از این منظر داری اهمیت است که معنای بازار وکارکردهای دقیق آن را موشکافانه مورد بررسی قرار داده و نشان می‌دهد بدون اتکاء به اصل تجارت آزاد نمی‌توان در دنیای معاصر اقتصاد کاری از پیش برد.
در فصل اول این کتاب به ابزارهای بازار و اصطلاحات و اصولی پرداخته شده که هر فعال اقتصادی باید آنها را بداند. در فصل دوم پیش زمینه‌ای از بازارهای ارزی که محل تعیین نرخ‌های تسعیر هستند، مورد بررسی قرار گرفته است و فصل سوم به طور خاص به بازارهای فاینانس کوتاه مدت پرداخته و فصل چهارم نیز برقراردادهای آتی تمرکز دارد. این کتاب به زبانی ساده و گویا موضوعات را مورد کنکاش قرار داده است و اطلاعاتی دقیق و کاربردی در اختیار فعالان اقتصادی می‌گذارد.",مالی
116 سوال پولساز از پدر پولدار,ابوالفضل طاهریان ریزی,سمانه فلاح،,طاهریان,‫‬‭‫‭978-6009964581,360000,494.0,1398.0,2002.0,1.0,رقعی,شومیز,شارون ال. لچر (متولد 12 ژانویه 1954) حسابدار ، نویسنده و بازرگان آمریکایی است. او در سال 1979 با مدرک حسابداری از دانشگاه ایالتی فلوریدا فارغ التحصیل شد ، سپس مدت کوتاهی در یک شرکت کوچک حسابداری کار کرد و در سال 1980 با شوهرش مایکل ملاقات کرد. متعاقباً ، لچرها با رابرت کیوساکی آشنا شدند و با هم شرکتهای Rich Dad را تشکیل دادند.,مالی
درآمد خود را در آزادی کامل کنترل و اداره کنید,پیر پردرواند,مجموعه ی مترجمان، ،,کتاب مهربان,978-6004072526,123250,184.0,1398.0,2017.0,25.0,رقعی,شومیز,"چرا توجه به تامین مالی زنجیره های تامین مبتنی بر زنجیره بلوکی مهم است؟
تامین مالی زنجیره های تامین خریدار محور
بهادارسازی به طور معکوس
فناوری زنجیره بلوکی
تبیین فرصت های تامین مالی زنجیره های تامین مبتنی بر زنجیره های بلوکی
تبیین ابعاد، ویژگی ها و اجرای تامین مالی زنجیره های تامین از طریق زنجیره های بلوکی
نتیجه گیری : رهیافت های تامین مالی
منابع",مالی
مدیریت ریسک های مالی و سازمانی,علی اصغر انواری رستمی,نامشخص,کتاب مهربان,978-6004072687,60800,304.0,1398.0,,25.0,وزیری,شومیز,نامشخص,مالی
نگاهی بر استانداردهای بین المللی حسابداری,مجموعه ی نویسندگان,مجموعه ی مترجمان، ،,کتاب مهربان,978-6004072878,32000,111.0,1398.0,2017.0,1.0,رحلی,شومیز,"معرفی مباحث کتاب صورت های مالی:
ترکیب تجاری
سرمایه گذاری در سهام: حسابداری و گزارشگری سرمایه گذار
مقدمه ای بر صورتهای مالی تلفیقی
تکنیک ها و رویه های تلفیق
تئوری های تلفیق و حسابداری
سود معاملات درون گروهی: موجودی کالا
سود معاملات درون گروهی: دارایی های ثابت
سود معاملات درون گروهی: اوراق قرضه
تغییر در حقوق مالکیت
مالکیت غیر مستقیم و متقابل
سهام ممتاز شرکت فرعی و سود هر سهم تلفیقی
صورتهای مالی مبتنی بر واحد پول خارجی",مالی
تولد و تکامل پست بانک ایران,مجموعه ی نویسندگان,نامشخص,کتاب مهربان,978-6004072922,102000,168.0,1398.0,,25.0,رقعی,شومیز,در این کتاب قراردادهای آتی، قراردادهای آتی سبد سهام و اختیار معامله مورد بحث و بررسی قرار گرفته­ اند و استراتژی­های معاملاتی هر کدام از آنها همراه با مثال توضیح داده شده است. معامله ­گران می­توانند با به ­کارگیری آنها ریسک را کاهش داده و بازده بیشتری به دست آورند. همه استراتژی­ها و مثال­های مطرح­ شده در این کتاب در شرایط واقعی بازار بررسی شده ­اند.,مالی
توهم رشد,دیوید پیلینگ,شهرزاد مهدوی،,افکار جدید,978-6229932513,440000,516.0,1398.0,2010.0,1.0,رقعی,شومیز,کتاب حاضر به منظور بررسی سیاست اقتصادی و مالیه بین‌المللی، به بحران‌های اقتصاد جهانی در قرن بیست و یکم توجه دارد. در این نوشتار ضمن معرفی بانک مرکزی و شورای روابط خارجی در فدرال رزرو، درباره بانک تسویه حساب بین‌المللی می‌نویسد. سپس از سالن‌های جلسات مجلل شرکت‌های بزرگ در وال‌استریت تعریف می‌کند، جایی که در آن معاملات مالی دور از دسترس به کمک پایانه‌های رایانه‌ای، به بازارهای سهام متصل می‌شود. تمرکز مولفین در این کتاب، بر نقش بازیگران اقتصادی و سیاسی در این محیط‌های شکل‌گرفته از فساد، دست‌کاری مالی و اختلاس قرار گرفته و درباره افسانه بهبود اقتصادی، فریبکاری مالی، شکست جریان مسلط در علم اقتصاد و فقر و نابرابری اجتماعی صحبت می‌کنند. این کتاب مشتمل بر پنج بخش اصلی بوده که در بخش اول، مروری اجمالی بر بحران اقتصاد جهانی داشته، سپس درباره مرگ امپراتوری آمریکا می‌نویسد. در ادامه از فروپاشی درونی بخش مالی و رکود اقتصادی صحبت کرده و رکود را علت بروز بحران سرمایه‌داری معرفی می‌کند. سپس از جهانی شدن و نولیبرالیسم می‌گوید و درباره تکاپوی اقتصادی برای «بازگشت به شرایط عادی» صحبت می‌کند. در بخش دوم این کتاب از فقر و بیکاری می‌گوید و به همین منظور درباره فقر جهانی و بحران اقتصادی و همچنین از فقر و نابرابری اجتماعی صحبت می‌کند. بخش سوم به جنگ، امنیت املی و دولت جهانی اشاره دارد. در این بخش، رابطه جنگ و بحران اقتصادی را بررسی نموده، اشباع دلار را تأمین‌کننده ساخت نظامی آمریکا در جهان معرفی می‌کند. سپس درباره بودجه مخفی عملیات پنتاگون و جاسوسی می‌نویسد و در ادامه بحران اقتصادی را تهدید کننده امنیت ملی در آمریکا دانسته و از اقتصاد سیاسی حکومت جهانی می‌نویسد. در بخش چهارم این کتاب، مولفین درباره نظام پولی جهانی صحبت می‌کنند. در این بخش به مباحثی درباره بانک‌های مرکزی در اقتصاد سیاسی جهانی، نقشه سری برای ایجاد بانک مرکزی جهانی، نظم نوین جهانی مالی و دمکراتیزه کردن نظام پولی می‌پردازند. در آخرین بخش این کتاب، سایه نظام بانکی بررسی‌شده و درباره طرح پونزی وال‌استریت صحبت کرده و به ساختن اوراق بهادار به عنوان بزرگ‌ترین تقلب تاریخ توجه دارند.,مالی
بانکداری شناختی,نجمه نوذر,مجموعه ی مترجمان، ،,دانشگاه تهران,978-9640372722,335790,287.0,1398.0,,1.0,وزیری,شومیز,ترجمۀ کتاب حاضر به‌عنوان یکی از جدیدترین کتاب‌ها در زمینۀ تجاری‌سازی و تأمین مالی فناوری که تجربیات بسیاری از کشورهای پیشرفته نظیر امریکا و کانادا و همین‌طور کشورهای در حال توسعۀ آسیایی مانند سنگاپور، تایوان، مالزی و تایلند را بررسی کرده است، دسترسی بیشتری به دانش تجاری‌سازی و تأمین مالی هم برای سیاست‌گذاران و کنش‌گران دولتی و هم برای بخش خصوصی فراهم می‌کند. نویسندۀ این کتاب، دکتر جارونی ونگلیمپیارات، از استادان دانشکدۀ نوآوری دانشگاه تاماسات تایلند است و دکترای تخصصی را در رشتۀ مدیریت نوآوری از دانشکدۀ کسب‌وکار منچستر انگلستان و همین‌طور دورۀ پسادکترای خود را در همین زمینه در دانشگاه بوستون و هاروارد امریکا گذرانده است و مقالات بسیاری در مجلات معتبری از ایشان چاپ شده است. این کتاب، به‌خصوص از آن جهت که به مطالعۀ تجربیات کشورهای آسیایی که در آن‌ها اکوسیستم کارآفرینی با ایران شباهت بیشتری دارد، شاید بهتر از مطالعاتی که صرفا به بررسی درۀ ‌سیلیکون امریکا پرداخته‌اند بتواند به چگونگی شکل‌دهی به ساختارها و نظام‌های تجاری‌سازی و تأمین مالی برای توسعۀ کارآفرینی توجه کند. از این‌رو، امیدواریم ترجمۀ این کتاب بتواند نقش کوچکی در بهبود اوضاع کارآفرینی در کشور ایفا کند.,مالی
الگوهای شمعی ژاپنی,استیو نیسون,مجموعه ی مترجمان، ،,دانشگاه تهران,978-9640367841,264420,226.0,1398.0,1995.0,4.0,وزیری,شومیز,"کتاب «نظریه های مالی نوین» نوشته‌ی رابرت هاگن، اثری است درخشان و بحث‌برانگیز که با جسارت و استدلالی قوی، یکی از ریشه‌دارترین نظریه‌های مالی مدرن را به چالش می‌کشد: «فرضیه بازارهای کارا». هاگن در این کتاب، تنها به نقد این نظریه نمی‌پردازد، بلکه با اتکا به شواهد تجربی و تحلیل‌های آماری دقیق، تلاش می‌کند تصویری تازه از رفتار بازار سرمایه ارائه دهد؛ تصویری که با آنچه در متون اولیه اقتصاد مالی آموزش داده می‌شود، تفاوتی قابل توجه دارد.
در مرکز اندیشه‌ی هاگن، این باور قرار دارد که بازارها، برخلاف تصور رایج، همیشه منطقی عمل نمی‌کنند. او با زبانی صریح و گاه گزنده، به سراغ مفروضات بنیادی نظریه‌ی بازار کارا می‌رود و یکی‌یکی آن‌ها را زیر سوال می‌برد. مفاهیمی نظیر «اطلاعات به‌طور کامل در قیمت‌ها منعکس شده‌اند» یا «هیچ کس نمی‌تواند به‌طور مداوم بازار را شکست دهد»، از دیدگاه هاگن، نه واقعیات اقتصادی، بلکه نوعی ساده‌سازی بیش از حد و گاهی حتی خوش‌بینی بی‌پایه‌اند. یکی از ویژگی‌های برجسته‌ی این کتاب، تمرکز آن بر داده‌ها و شواهد تجربی است. هاگن به‌جای آن‌که صرفا به نظریه‌پردازی بپردازد، به بررسی روندهای تاریخی بازدهی سهام، نوسانات بازار و الگوهای قیمتی می‌پردازد. او نشان می‌دهد که در طول زمان، شرکت‌هایی با ارزش‌گذاری پایین‌تر (مانند سهام ارزشی)، در بسیاری موارد عملکرد بهتری نسبت به شرکت‌های پر زرق‌وبرق و محبوب بازار (سهام رشدی) داشته‌اند. این یافته، که در تضاد آشکار با پیش‌بینی‌های فرضیه بازار کارا است، یکی از ستون‌های اصلی نقد او محسوب می‌شود. در بخش‌های مختلف کتاب، به‌ویژه در فصول میانی، هاگن به واکاوی مفهوم ریسک نیز می‌پردازد. او با نگاهی انتقادی، به مدل مشهور قیمت‌گذاری دارایی‌های سرمایه‌ای (CAPM) می‌تازد و معتقد است که رابطه‌ی میان ریسک و بازده، آن‌گونه که در این مدل ترسیم می‌شود، در دنیای واقعی قابل اتکا نیست. به باور او، رفتار سرمایه‌گذاران، مملو از سوگیری‌های روان‌شناختی، واکنش‌های هیجانی و تصمیم‌گیری‌های غیرمنطقی است؛ عناصری که در مدل‌های کلاسیک جایی ندارند.
نظریه های مالی نوین کتابی است که خواننده را وادار به بازاندیشی می‌کند. اثری مناسب برای دانشجویان، پژوهشگران و سرمایه‌گذارانی که می‌خواهند از ورای نظریه‌های رسمی، نگاهی منتقدانه و عمیق‌تر به رفتار مالی انسان‌ها و بازارها بیندازند. این کتاب، سبب بازنگری در دانسته‌ها می شود و با نگاهی جسورانه و مبتنی بر داده ذهنیت خواننده را آگاه‌تر می‌کند.",مالی
